timestamp clientname srvname delta delta_prec
1718471209.286 Samsung greater-demon 0.205148 0.074825
1718471219.425 Samsung greater-demon 0.212208 0.089730
1718471229.563 Samsung greater-demon 0.204986 0.076873
1718471239.703 Samsung greater-demon 0.206961 0.080307
1718471249.841 Samsung greater-demon 0.205792 0.078545
1718471259.977 Samsung greater-demon 0.203128 0.074517
1718471270.116 Samsung greater-demon 0.206273 0.079103
1718471280.253 Samsung greater-demon 0.202900 0.074261
1718471290.328 Samsung greater-demon 0.174572 0.015738
1718471300.424 Samsung greater-demon 0.185382 0.036865
1718471310.562 Samsung greater-demon 0.205948 0.077988
1718471320.7 Samsung greater-demon 0.206003 0.079075
1718471330.839 Samsung greater-demon 0.206140 0.077820
1718471340.976 Samsung greater-demon 0.205615 0.077818
1718471351.113 Samsung greater-demon 0.204861 0.075953
1718471361.252 Samsung greater-demon 0.204290 0.075756
1718471371.391 Samsung greater-demon 0.206421 0.078765
1718471381.529 Samsung greater-demon 0.204486 0.077095
1718471391.666 Samsung greater-demon 0.204995 0.075784
1718471401.804 Samsung greater-demon 0.204261 0.074549
1718471411.941 Samsung greater-demon 0.206872 0.078120
1718471422.08 Samsung greater-demon 0.206340 0.079256
1718471432.215 Samsung greater-demon 0.204093 0.075146
1718471442.357 Samsung greater-demon 0.207656 0.081258
1718471452.49 Samsung greater-demon 0.204049 0.072458
1718471462.629 Samsung greater-demon 0.206670 0.077429
1718471472.766 Samsung greater-demon 0.204693 0.075526
1718471482.906 Samsung greater-demon 0.205110 0.076955
1718471493.041 Samsung greater-demon 0.203833 0.073734
1718471503.18 Samsung greater-demon 0.205045 0.077965
1718471513.317 Samsung greater-demon 0.204829 0.075498
1718471523.456 Samsung greater-demon 0.206833 0.078171
1718471533.594 Samsung greater-demon 0.206380 0.077494
1718471543.73 Samsung greater-demon 0.204047 0.074178
1718471553.869 Samsung greater-demon 0.206610 0.077462
1718471564.006 Samsung greater-demon 0.204226 0.076121
1718471574.143 Samsung greater-demon 0.205862 0.076262
1718471584.283 Samsung greater-demon 0.207265 0.080452
1718471594.421 Samsung greater-demon 0.205904 0.077821
1718471604.559 Samsung greater-demon 0.204609 0.075100
1718471614.637 Samsung greater-demon 0.181798 0.027764
1718471624.729 Samsung greater-demon 0.183004 0.031741
1718471634.867 Samsung greater-demon 0.205377 0.076536
1718471645.007 Samsung greater-demon 0.206190 0.078475
1718471655.144 Samsung greater-demon 0.205157 0.075897
1718471665.283 Samsung greater-demon 0.204173 0.074456
1718471675.418 Samsung greater-demon 0.204883 0.075448
1718471685.557 Samsung greater-demon 0.206585 0.076668
1718471695.694 Samsung greater-demon 0.206392 0.076760
1718471705.832 Samsung greater-demon 0.205181 0.077246
1718471715.971 Samsung greater-demon 0.209770 0.084830
1718471970.846 Samsung greater-demon 0.198634 0.067409
1718471980.983 Samsung greater-demon 0.202686 0.075557
1718471991.121 Samsung greater-demon 0.203418 0.076626
1718472001.258 Samsung greater-demon 0.203217 0.076508
1718472011.396 Samsung greater-demon 0.203253 0.077099
1718472021.471 Samsung greater-demon 0.173052 0.015946
1718472031.569 Samsung greater-demon 0.184359 0.038232
1718472041.644 Samsung greater-demon 0.172612 0.015082
1718472051.742 Samsung greater-demon 0.184794 0.040395
