timestamp clientname srvname delta delta_prec
1718475480.44515 demon ts2.univie.ac.at -0.000799 0.006530
1718475490.731031 demon ts2.univie.ac.at -0.001614 0.006183
1718475501.9513 demon ts2.univie.ac.at -0.000241 0.006223
1718475511.288109 demon ts2.univie.ac.at -0.002560 0.005748
1718475521.580323 demon ts2.univie.ac.at -0.000050 0.007097
1718475531.868808 demon ts2.univie.ac.at +0.000235 0.006176
1718475542.113238 demon ts2.univie.ac.at -0.000892 0.005824
1718475552.408513 demon ts2.univie.ac.at -0.001192 0.005419
1718475562.696822 demon ts2.univie.ac.at +0.000219 0.006499
1718475572.988372 demon ts2.univie.ac.at -0.001522 0.005361
1718475583.279133 demon ts2.univie.ac.at -0.001299 0.005660
1718475593.562564 demon ts2.univie.ac.at -0.000750 0.006461
1718475603.850656 demon ts2.univie.ac.at -0.001722 0.005306
1718475614.137249 demon ts2.univie.ac.at -0.001539 0.005623
1718475624.431153 demon ts2.univie.ac.at -0.001217 0.006058
1718475634.729321 demon ts2.univie.ac.at +0.001120 0.008384
1718475645.50714 demon ts2.univie.ac.at -0.000906 0.006452
1718475655.336209 demon ts2.univie.ac.at -0.001230 0.008129
1718475665.63038 demon ts2.univie.ac.at -0.000128 0.006326
1718475675.941488 demon ts2.univie.ac.at +0.004934 0.011323
1718475686.23392 demon ts2.univie.ac.at +0.002178 0.008449
1718475696.523176 demon ts2.univie.ac.at +0.001316 0.008542
1718475706.830196 demon ts2.univie.ac.at -0.001016 0.007467
1718475717.129143 demon ts2.univie.ac.at -0.000461 0.006750
1718475727.42814 demon ts2.univie.ac.at +0.000182 0.006677
1718475737.714261 demon ts2.univie.ac.at -0.000755 0.005983
1718475748.17424 demon ts2.univie.ac.at -0.000054 0.006661
1718475758.314377 demon ts2.univie.ac.at +0.000274 0.007640
1718475768.603046 demon ts2.univie.ac.at +0.000341 0.007561
1718475778.88816 demon ts2.univie.ac.at -0.001032 0.005985
1718475789.182528 demon ts2.univie.ac.at -0.000486 0.007013
1718475799.477929 demon ts2.univie.ac.at -0.001361 0.005430
1718475809.765913 demon ts2.univie.ac.at +0.000114 0.006895
1718475820.61777 demon ts2.univie.ac.at -0.001051 0.005862
1718475830.351922 demon ts2.univie.ac.at +0.000264 0.006351
