timestamp clientname srvname delta delta_prec
1718473435.33722 raspi 10.42.0.1 +2171.381715 0.001576
1718473447.196319 raspi 10.42.0.1 +2171.381195 0.001576
1718473459.54206 raspi 10.42.0.1 +2171.380229 0.001032
1718473470.91279 raspi 10.42.0.1 +2171.380171 0.001583
1718473482.773274 raspi 10.42.0.1 +2171.379212 0.001143
1718473494.640511 raspi 10.42.0.1 +2171.378673 0.001116
1718473506.487803 raspi 10.42.0.1 +2171.378563 0.001612
1718473518.332232 raspi 10.42.0.1 +2171.377614 0.001125
1718473530.196976 raspi 10.42.0.1 +2171.377615 0.001641
1718473542.47131 raspi 10.42.0.1 +2171.376566 0.001113
1718473553.912361 raspi 10.42.0.1 +2171.376529 0.001574
1718473565.772561 raspi 10.42.0.1 +2171.375607 0.001159
1718473577.631602 raspi 10.42.0.1 +2171.375308 0.001382
1718473589.501195 raspi 10.42.0.1 +2171.374983 0.001577
1718473601.359977 raspi 10.42.0.1 +2171.374479 0.001550
1718473613.22559 raspi 10.42.0.1 +2171.374094 0.001716
1718473625.94829 raspi 10.42.0.1 +2171.372977 0.001050
1718473636.947044 raspi 10.42.0.1 +2171.372927 0.001577
1718473648.808498 raspi 10.42.0.1 +2171.372409 0.001578
1718473660.671999 raspi 10.42.0.1 +2171.371887 0.001581
1718473672.531132 raspi 10.42.0.1 +2171.371033 0.001230
1718473684.385956 raspi 10.42.0.1 +2171.370843 0.001570
1718473696.243912 raspi 10.42.0.1 +2171.370342 0.001581
1718473708.95039 raspi 10.42.0.1 +2171.369833 0.001558
1718473719.960044 raspi 10.42.0.1 +2171.368982 0.001158
1718473731.820502 raspi 10.42.0.1 +2171.368901 0.001677
1718473743.688308 raspi 10.42.0.1 +2171.368259 0.001586
1718473755.544303 raspi 10.42.0.1 +2171.367777 0.001562
1718473767.40899 raspi 10.42.0.1 +2171.366791 0.001054
1718473779.290281 raspi 10.42.0.1 +2171.366778 0.001615
1718473791.147643 raspi 10.42.0.1 +2171.366076 0.001427
1718473803.12391 raspi 10.42.0.1 +2171.365708 0.001566
1718473814.865118 raspi 10.42.0.1 +2171.365238 0.001622
1718473826.730624 raspi 10.42.0.1 +2171.364572 0.001446
1718473838.593088 raspi 10.42.0.1 +2171.364125 0.001627
1718473850.438826 raspi 10.42.0.1 +2171.363261 0.001075
1718473862.284114 raspi 10.42.0.1 +2171.362706 0.001082
1718473874.143477 raspi 10.42.0.1 +2171.362634 0.001581
1718473886.8519 raspi 10.42.0.1 +2171.361951 0.001376
1718473897.856046 raspi 10.42.0.1 +2171.361607 0.001573
1718473909.715811 raspi 10.42.0.1 +2171.360581 0.001071
1718473921.579413 raspi 10.42.0.1 +2171.360068 0.001129
1718473933.44572 raspi 10.42.0.1 +2171.360077 0.001569
1718473945.303212 raspi 10.42.0.1 +2171.359570 0.001580
1718473957.172446 raspi 10.42.0.1 +2171.358758 0.001282
1718473969.34816 raspi 10.42.0.1 +2171.358591 0.001625
1718473980.891977 raspi 10.42.0.1 +2171.357440 0.001034
1718473992.758039 raspi 10.42.0.1 +2171.357517 0.001573
1718474004.622371 raspi 10.42.0.1 +2171.356743 0.001315
1718474016.484306 raspi 10.42.0.1 +2171.355905 0.001057
1718474028.3553 raspi 10.42.0.1 +2171.355944 0.001606
1718474040.220141 raspi 10.42.0.1 +2171.355003 0.001097
1718474052.78615 raspi 10.42.0.1 +2171.354961 0.001557
1718474063.928096 raspi 10.42.0.1 +2171.354458 0.001585
1718474075.788817 raspi 10.42.0.1 +2171.353956 0.001553
1718474087.649031 raspi 10.42.0.1 +2171.353435 0.001573
1718474099.519783 raspi 10.42.0.1 +2171.352922 0.001570
1718474111.375294 raspi 10.42.0.1 +2171.352441 0.001576
1718474123.231725 raspi 10.42.0.1 +2171.351888 0.001563
1718474135.100714 raspi 10.42.0.1 +2171.351206 0.001504
1718474146.945189 raspi 10.42.0.1 +2171.350284 0.001075
1718474158.855441 raspi 10.42.0.1 +2171.350367 0.001587
1718474170.714653 raspi 10.42.0.1 +2171.349918 0.001624
1718474182.580917 raspi 10.42.0.1 +2171.349454 0.001672
1718474194.450167 raspi 10.42.0.1 +2171.348948 0.001678
1718474206.306316 raspi 10.42.0.1 +2171.348349 0.001559
1718474218.164864 raspi 10.42.0.1 +2171.347834 0.001564
1718474230.18422 raspi 10.42.0.1 +2171.346788 0.001048
1718474241.889867 raspi 10.42.0.1 +2171.346813 0.001572
1718474253.763764 raspi 10.42.0.1 +2171.346311 0.001571
1718474265.620477 raspi 10.42.0.1 +2171.345768 0.001591
1718474277.487453 raspi 10.42.0.1 +2171.344807 0.001031
1718474289.357925 raspi 10.42.0.1 +2171.344825 0.001639
1718474301.230089 raspi 10.42.0.1 +2171.344279 0.001579
1718474313.90532 raspi 10.42.0.1 +2171.343732 0.001610
1718474324.94726 raspi 10.42.0.1 +2171.343269 0.001555
1718474336.806585 raspi 10.42.0.1 +2171.342746 0.001566
1718474348.668172 raspi 10.42.0.1 +2171.342252 0.001572
1718474360.526685 raspi 10.42.0.1 +2171.341733 0.001570
1718474372.383786 raspi 10.42.0.1 +2171.341204 0.001635
1718474384.243735 raspi 10.42.0.1 +2171.340705 0.001586
1718474396.105277 raspi 10.42.0.1 +2171.340246 0.001608
1718474407.970682 raspi 10.42.0.1 +2171.339708 0.001585
1718474419.825068 raspi 10.42.0.1 +2171.338717 0.001016
1718474431.684176 raspi 10.42.0.1 +2171.338700 0.001574
1718474443.560645 raspi 10.42.0.1 +2171.338187 0.001572
1718474455.422548 raspi 10.42.0.1 +2171.337688 0.001568
1718474467.275739 raspi 10.42.0.1 +2171.337183 0.001570
1718474479.130978 raspi 10.42.0.1 +2171.336684 0.001560
1718474490.981488 raspi 10.42.0.1 +2171.336202 0.001610
1718474502.829145 raspi 10.42.0.1 +2171.335703 0.001623
1718474514.686609 raspi 10.42.0.1 +2171.335234 0.001656
1718474526.539253 raspi 10.42.0.1 +2171.334663 0.001552
1718474538.404641 raspi 10.42.0.1 +2171.333658 0.001179
1718474550.252544 raspi 10.42.0.1 +2171.333059 0.001080
1718474562.109219 raspi 10.42.0.1 +2171.333146 0.001569
1718474573.964617 raspi 10.42.0.1 +2171.332102 0.001027
1718474585.824376 raspi 10.42.0.1 +2171.331690 0.001123
1718474597.68354 raspi 10.42.0.1 +2171.331053 0.001051
1718474609.535406 raspi 10.42.0.1 +2171.330689 0.001143
1718474621.393926 raspi 10.42.0.1 +2171.330178 0.001124
1718474633.260365 raspi 10.42.0.1 +2171.330088 0.001572
1718474645.135391 raspi 10.42.0.1 +2171.329639 0.001623
1718474656.994584 raspi 10.42.0.1 +2171.329106 0.001591
1718474668.853486 raspi 10.42.0.1 +2171.328084 0.001047
1718474680.704174 raspi 10.42.0.1 +2171.328109 0.001562
1718474692.56303 raspi 10.42.0.1 +2171.327538 0.001612
1718474704.429518 raspi 10.42.0.1 +2171.327126 0.001623
1718474716.291921 raspi 10.42.0.1 +2171.326156 0.001159
1718474728.149963 raspi 10.42.0.1 +2171.326061 0.001576
1718474740.6711 raspi 10.42.0.1 +2171.325227 0.001214
1718474751.866677 raspi 10.42.0.1 +2171.325163 0.001666
1718474763.718095 raspi 10.42.0.1 +2171.324564 0.001571
1718474775.579197 raspi 10.42.0.1 +2171.323439 0.001050
1718474787.445594 raspi 10.42.0.1 +2171.323613 0.001643
1718474799.298837 raspi 10.42.0.1 +2171.323042 0.001569
1718474811.148039 raspi 10.42.0.1 +2171.322544 0.001566
1718474823.24936 raspi 10.42.0.1 +2171.322085 0.001624
1718474834.886386 raspi 10.42.0.1 +2171.321553 0.001555
1718474846.732517 raspi 10.42.0.1 +2171.321068 0.001598
1718474858.594962 raspi 10.42.0.1 +2171.320540 0.001563
1718474870.466397 raspi 10.42.0.1 +2171.320037 0.001583
1718474882.320987 raspi 10.42.0.1 +2171.319268 0.001320
1718474894.17284 raspi 10.42.0.1 +2171.319028 0.001556
1718474906.34104 raspi 10.42.0.1 +2171.318502 0.001575
1718474917.891909 raspi 10.42.0.1 +2171.318007 0.001566
1718474929.751248 raspi 10.42.0.1 +2171.317526 0.001582
1718474941.612466 raspi 10.42.0.1 +2171.317020 0.001570
1718474953.460855 raspi 10.42.0.1 +2171.316508 0.001567
1718474965.31852 raspi 10.42.0.1 +2171.316035 0.001583
1718474977.209989 raspi 10.42.0.1 +2171.315516 0.001599
1718474989.58988 raspi 10.42.0.1 +2171.315012 0.001589
1718475000.942643 raspi 10.42.0.1 +2171.314427 0.001625
1718475012.809968 raspi 10.42.0.1 +2171.313534 0.001123
1718475024.668858 raspi 10.42.0.1 +2171.313498 0.001561
1718475036.525604 raspi 10.42.0.1 +2171.312959 0.001607
1718475048.395518 raspi 10.42.0.1 +2171.312472 0.001561
1718475060.26603 raspi 10.42.0.1 +2171.311993 0.001575
1718475072.125195 raspi 10.42.0.1 +2171.311490 0.001560
1718475083.996878 raspi 10.42.0.1 +2171.310575 0.001158
1718475095.85021 raspi 10.42.0.1 +2171.310468 0.001587
1718475107.709304 raspi 10.42.0.1 +2171.310014 0.001621
1718475119.551953 raspi 10.42.0.1 +2171.309445 0.001584
1718475131.408587 raspi 10.42.0.1 +2171.308234 0.001166
1718475143.268817 raspi 10.42.0.1 +2171.308404 0.001577
1718475155.143702 raspi 10.42.0.1 +2171.307884 0.001580
1718475167.1874 raspi 10.42.0.1 +2171.306897 0.001058
1718475178.859862 raspi 10.42.0.1 +2171.306855 0.001574
1718475190.715885 raspi 10.42.0.1 +2171.306313 0.001596
1718475202.581093 raspi 10.42.0.1 +2171.305805 0.001573
1718475214.440039 raspi 10.42.0.1 +2171.304885 0.001091
1718475226.298157 raspi 10.42.0.1 +2171.304764 0.001566
1718475238.149832 raspi 10.42.0.1 +2171.304270 0.001570
1718475250.8498 raspi 10.42.0.1 +2171.303170 0.001027
1718475261.896426 raspi 10.42.0.1 +2171.303212 0.001573
1718475273.750858 raspi 10.42.0.1 +2171.302165 0.001028
1718475285.606536 raspi 10.42.0.1 +2171.302190 0.001567
1718475297.47138 raspi 10.42.0.1 +2171.301570 0.001678
1718475309.332198 raspi 10.42.0.1 +2171.300710 0.001153
1718475321.196787 raspi 10.42.0.1 +2171.300672 0.001620
1718475333.55481 raspi 10.42.0.1 +2171.300110 0.001575
1718475344.904026 raspi 10.42.0.1 +2171.299591 0.001573
1718475356.759335 raspi 10.42.0.1 +2171.298731 0.001226
1718475368.621155 raspi 10.42.0.1 +2171.297987 0.001045
1718475380.471593 raspi 10.42.0.1 +2171.298018 0.001619
1718475392.334082 raspi 10.42.0.1 +2171.297517 0.001577
1718475404.192567 raspi 10.42.0.1 +2171.296702 0.001270
1718475416.52108 raspi 10.42.0.1 +2171.296510 0.001567
1718475427.910572 raspi 10.42.0.1 +2171.296001 0.001551
1718475439.771113 raspi 10.42.0.1 +2171.295461 0.001572
1718475451.63637 raspi 10.42.0.1 +2171.294988 0.001694
1718475463.492935 raspi 10.42.0.1 +2171.293935 0.001042
1718475475.36534 raspi 10.42.0.1 +2171.294009 0.001655
1718475487.244738 raspi 10.42.0.1 +2171.293451 0.001591
1718475499.9722 raspi 10.42.0.1 +2171.292328 0.001026
1718475510.950379 raspi 10.42.0.1 +2171.291771 0.001063
1718475522.811974 raspi 10.42.0.1 +2171.291914 0.001618
1718475534.676428 raspi 10.42.0.1 +2171.291341 0.001576
1718475546.541984 raspi 10.42.0.1 +2171.290439 0.001159
1718475558.388777 raspi 10.42.0.1 +2171.290324 0.001561
1718475570.246178 raspi 10.42.0.1 +2171.289802 0.001569
1718475582.108468 raspi 10.42.0.1 +2171.289252 0.001634
1718475593.963036 raspi 10.42.0.1 +2171.288582 0.001368
1718475605.849157 raspi 10.42.0.1 +2171.288328 0.001638
1718475617.710584 raspi 10.42.0.1 +2171.287778 0.001558
1718475629.567864 raspi 10.42.0.1 +2171.287297 0.001630
1718475641.427203 raspi 10.42.0.1 +2171.286262 0.001151
1718475653.287795 raspi 10.42.0.1 +2171.285743 0.001056
1718475665.148393 raspi 10.42.0.1 +2171.285717 0.001561
1718475677.9591 raspi 10.42.0.1 +2171.284667 0.001024
1718475688.878107 raspi 10.42.0.1 +2171.284682 0.001567
1718475700.735179 raspi 10.42.0.1 +2171.284176 0.001591
1718475712.589822 raspi 10.42.0.1 +2171.283656 0.001572
1718475724.45358 raspi 10.42.0.1 +2171.283163 0.001577
1718475736.30769 raspi 10.42.0.1 +2171.282701 0.001617
1718475748.172293 raspi 10.42.0.1 +2171.282107 0.001584
1718475760.26533 raspi 10.42.0.1 +2171.281668 0.001618
1718475771.876335 raspi 10.42.0.1 +2171.281101 0.001576
1718475783.727665 raspi 10.42.0.1 +2171.280617 0.001570
1718475795.592173 raspi 10.42.0.1 +2171.280159 0.001655
